oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
RP,0.30753016471862793,GBDT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
Howso,22.91089129447937,SVM,0.769,0.031,0.6,0.229,0.059,0.686,0.675,0.326
Howso,22.91089129447937,KNN,0.908,0.0,0.0,0.081,0.0,0.459,0.0,0.709
Howso,22.91089129447937,LR,0.813,0.026,0.4,0.182,0.049,0.609,0.537,0.443
Howso,22.91089129447937,DT,0.896,0.025,0.2,0.096,0.044,0.552,0.328,0.57
Howso,22.91089129447937,RF,0.91,0.029,0.2,0.081,0.051,0.559,0.329,0.569
Howso,22.91089129447937,LightGBM,0.93,0.038,0.2,0.061,0.065,0.569,0.33,0.567
Howso,22.91089129447937,Adaboost,0.864,0.0,0.0,0.125,0.0,0.437,0.0,0.713
Howso,22.91089129447937,GBDT,0.947,0.053,0.2,0.044,0.083,0.578,0.331,0.567
DS,0.06565117835998535,SVM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
DS,0.06565117835998535,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.06565117835998535,LR,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
DS,0.06565117835998535,DT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
DS,0.06565117835998535,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.06565117835998535,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
DS,0.06565117835998535,Adaboost,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
DS,0.06565117835998535,GBDT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SDV_GC,1.0161235332489014,SVM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SDV_GC,1.0161235332489014,KNN,0.961,0.0,0.0,0.027,0.0,0.486,0.0,0.707
SDV_GC,1.0161235332489014,LR,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
SDV_GC,1.0161235332489014,DT,0.93,0.0,0.0,0.059,0.0,0.471,0.0,0.708
SDV_GC,1.0161235332489014,RF,0.961,0.077,0.2,0.029,0.111,0.585,0.332,0.566
SDV_GC,1.0161235332489014,LightGBM,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
SDV_GC,1.0161235332489014,Adaboost,0.956,0.067,0.2,0.034,0.1,0.583,0.331,0.566
SDV_GC,1.0161235332489014,GBDT,0.944,0.0,0.0,0.044,0.0,0.478,0.0,0.708
SDV_GAN,6.913212060928345,SVM,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
SDV_GAN,6.913212060928345,KNN,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SDV_GAN,6.913212060928345,LR,0.927,0.037,0.2,0.064,0.062,0.568,0.33,0.567
SDV_GAN,6.913212060928345,DT,0.947,0.0,0.0,0.042,0.0,0.479,0.0,0.708
SDV_GAN,6.913212060928345,RF,0.966,0.091,0.2,0.025,0.125,0.588,0.332,0.566
SDV_GAN,6.913212060928345,LightGBM,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SDV_GAN,6.913212060928345,Adaboost,0.966,0.091,0.2,0.025,0.125,0.588,0.332,0.566
SDV_GAN,6.913212060928345,GBDT,0.971,0.111,0.2,0.02,0.143,0.59,0.332,0.566
